title	category	speaker	date	url
汉马培育与北朝诸王的崛起	文字斋讲座	尚永琪	2019-07-13	http://news.cqu.edu.cn/newsv2/show-24-708-1.html
第101讲：社会主义核心价值观中的自由、平等、公正、法治概念之关系	文字斋讲座	王胜强	2019-06-28	http://news.cqu.edu.cn/newsv2/show-24-705-1.html
【文字斋讲座】中华人民共和国史研究的热点和难点问题	文字斋讲座	王瑞芳	2019-06-27	http://news.cqu.edu.cn/newsv2/show-24-706-1.html
同煤集团科学技术委员会主任、教授级高工于斌学术报告	工程科学前沿讲坛	于斌	2019-06-25	http://news.cqu.edu.cn/newsv2/show-24-704-1.html
美国医学与生物工程院会士Lijie Grace Zhang学术讲座	工程科学前沿讲坛	Dr. Lijie Grace Zhang	2019-06-14	http://news.cqu.edu.cn/newsv2/show-24-701-1.html
加拿大皇后大学姚仲文教授学术讲座	工程科学前沿讲坛	姚仲文 教授	2019-06-10	http://news.cqu.edu.cn/newsv2/show-24-703-1.html
美国加州大学伯克利分校Shaofan Li教授学术讲座	工程科学前沿讲坛	Shaofan Li	2019-06-10	http://news.cqu.edu.cn/newsv2/show-24-700-1.html
【传媒大讲坛】当下影视文化的变迁与符号双轴逆转	传媒大讲坛	王立新	2019-06-06	http://news.cqu.edu.cn/newsv2/show-24-697-1.html
北京石油化工学院宇波教授学术讲座	工程科学前沿讲坛	宇波 教授	2019-06-06	http://news.cqu.edu.cn/newsv2/show-24-699-1.html
西安交通大学王秋旺教授学术报告	工程科学前沿讲坛	王秋旺教授	2019-06-06	http://news.cqu.edu.cn/newsv2/show-24-698-1.html
安赛乐米塔尔公司蔡焕堂博士学术讲座	工程科学前沿讲坛	蔡焕堂博士	2019-06-05	http://news.cqu.edu.cn/newsv2/show-24-684-1.html
冶金过程混沌工程学	工程科学前沿讲坛	王华教授	2019-06-05	http://news.cqu.edu.cn/newsv2/show-24-696-1.html
第一百讲：五四：文明自觉还是文化自觉	文字斋讲座	许纪霖	2019-05-30	http://news.cqu.edu.cn/newsv2/show-24-694-1.html
重庆大学90周年校庆・前锋大讲堂 “民法规范论”学术讲座		王轶	2019-05-30	http://news.cqu.edu.cn/newsv2/show-24-692-1.html
【文字斋讲座】第九十九讲：从认知符号、语汇、词典、OWL知识本体到计算机词典编撰系统	文字斋讲座	顾曰国	2019-05-29	http://news.cqu.edu.cn/newsv2/show-24-687-1.html
【传媒大讲坛】地方创生与艺术介入：基于日本越后妻有大地艺术节的案例分享	传媒大讲坛	向勇	2019-05-27	http://news.cqu.edu.cn/newsv2/show-24-681-1.html
第三十一讲：新疆考古学研究的学术前沿与思考	博雅讲座	李肖	2019-05-27	http://news.cqu.edu.cn/newsv2/show-24-686-1.html
第九十八讲：社会学中的语文学方法：以葛兰言为开端	文字斋讲座	赵丙祥	2019-05-25	http://news.cqu.edu.cn/newsv2/show-24-690-1.html
第九十七讲：今天我们如何纪念“五四”？――“五四”新文学与现代文化建构	文字斋讲座	李怡	2019-05-24	http://news.cqu.edu.cn/newsv2/show-24-683-1.html
风电结构反向平衡法兰和预应力锚栓基础 低风区高风塔专门技术		马人乐	2019-05-24	http://news.cqu.edu.cn/newsv2/show-24-689-1.html
学术研究与论文写作专题讲座：成瘾性消费品与经济全球化――以茶叶和鸦片贸易为例	文字斋讲座	仲伟民	2019-05-23	http://news.cqu.edu.cn/newsv2/show-24-682-1.html
测绘技术在智慧城市中的应用报告		陶本藻 邱卫宁教授	2019-05-23	http://news.cqu.edu.cn/newsv2/show-24-688-1.html
北京工业大学长江学者特聘教授王金淑学术讲座	工程科学前沿讲坛	王金淑	2019-05-22	http://news.cqu.edu.cn/newsv2/show-24-677-1.html
新加坡国立大学青年科学家奖获得者颜宁学术讲座	工程科学前沿讲坛	颜宁	2019-05-22	http://news.cqu.edu.cn/newsv2/show-24-668-1.html
美国爱荷华州立大学Xinwei Wang教授讲座	工程科学前沿讲坛	Prof.Xinwei Wang	2019-05-22	http://news.cqu.edu.cn/newsv2/show-24-679-1.html
日本高知工科大学博士生奖学金项目宣介会		李朝阳博士	2019-05-21	http://news.cqu.edu.cn/newsv2/show-24-680-1.html
土木工程学院学术报告会	重大讲座	马文勇	2019-05-18	http://news.cqu.edu.cn/newsv2/show-24-678-1.html
香港城市大学吕坚教授学术讲座	工程科学前沿讲坛	吕坚	2019-05-18	http://news.cqu.edu.cn/newsv2/show-24-675-1.html
中国电影与道家文化		杨晓林 教授	2019-05-17	http://news.cqu.edu.cn/newsv2/show-24-672-1.html
美国青年科学家Michael Smith教授学术讲座	工程科学前沿讲坛	Michael Smith 教授	2019-05-17	http://news.cqu.edu.cn/newsv2/show-24-663-1.html
【传媒大讲坛】英美新闻业的相互借鉴（Anglo-American Journalistic Exchange）	传媒大讲坛	Mark Hampton (马翰庭)	2019-05-16	http://news.cqu.edu.cn/newsv2/show-24-674-1.html
美国伊利诺伊香槟分校王新雷教授讲座	工程科学前沿讲坛	王新雷教授	2019-05-16	http://news.cqu.edu.cn/newsv2/show-24-671-1.html
土木工程学院学术报告会	建工讲坛	邹进贵、姚连壁、王明权	2019-05-16	http://news.cqu.edu.cn/newsv2/show-24-676-1.html
航天五院产品首席专家潘海林研究员学术讲座	工程科学前沿讲坛	潘海林研究员	2019-05-13	http://news.cqu.edu.cn/newsv2/show-24-673-1.html
第三十讲：小说作为伦理探究的手段	博雅讲座	陆建德	2019-05-11	http://news.cqu.edu.cn/newsv2/show-24-670-1.html
Minimal Sample Subspace Learning: Theory and Algorithms		张振跃（浙江大学）	2019-05-10	http://news.cqu.edu.cn/newsv2/show-24-664-1.html
中国人民大学何虎生教授作客“红岩讲坛”第16讲	红岩讲坛	何虎生教授	2019-05-09	http://news.cqu.edu.cn/newsv2/show-24-665-1.html
山东大学刘相法教授新型晶种合金学术讲座	工程科学前沿讲坛	刘相法	2019-05-09	http://news.cqu.edu.cn/newsv2/show-24-669-1.html
第九十五讲：李洱《应物兄》的“文学”与“思想”：“第三者”理念与德国浪漫派反讽	文字斋讲座	黄平	2019-05-06	http://news.cqu.edu.cn/newsv2/show-24-666-1.html
日本千叶大学武居昌宏（MASAHIRO TAKEI）教授学术讲座	工程科学前沿讲坛	武居昌宏（MASAHIRO TAKEI）教授	2019-05-04	http://news.cqu.edu.cn/newsv2/show-24-662-1.html
无字书屋第13期讲座预告：我在美国修了一座抗飓风的零能耗建筑	重大讲座	黄谦	2019-04-27	http://news.cqu.edu.cn/newsv2/show-24-656-1.html
复旦大学他得安教授学术讲座	工程科学前沿讲坛	复旦大学他得安教授	2019-04-26	http://news.cqu.edu.cn/newsv2/show-24-647-1.html
第九十四讲：如何落实――战时中国共产党的贯彻机制	文字斋讲座	黄道炫	2019-04-25	http://news.cqu.edu.cn/newsv2/show-24-660-1.html
付强：邮票图说世界测绘发展史		付强	2019-04-25	http://news.cqu.edu.cn/newsv2/show-24-659-1.html
【传媒大讲坛】学术研究能力的培养以及学术研究规范	传媒大讲坛	李喜根	2019-04-25	http://news.cqu.edu.cn/newsv2/show-24-653-1.html
岩土材料三维非正交弹塑性本构模型		路德春	2019-04-25	http://news.cqu.edu.cn/newsv2/show-24-661-1.html
土木工程学院学术报告会		Hiromasa Kawai	2019-04-23	http://news.cqu.edu.cn/newsv2/show-24-658-1.html
幸福是奋斗出来的		吕敏	2019-04-23	http://news.cqu.edu.cn/newsv2/show-24-657-1.html
北京理工大学胡更开教授学术报告	工程科学前沿讲坛	北京理工大学胡更开教授	2019-04-22	http://news.cqu.edu.cn/newsv2/show-24-640-1.html
第二十九讲：上山采药：物与实践的地方汇聚	博雅讲座	赖立里	2019-04-20	http://news.cqu.edu.cn/newsv2/show-24-654-1.html
喜迎90周年校庆 重庆大学“中国航天日”科普报告 ――揭秘月面上第一片绿叶		谢更新教授	2019-04-20	http://news.cqu.edu.cn/newsv2/show-24-655-1.html
浅谈音韵学知识在古代文史研究中的运用	文字斋讲座	孟蓬生	2019-04-19	http://news.cqu.edu.cn/newsv2/show-24-642-1.html
土木工程学院学术报告会	建工讲坛	Darhao Chen	2019-04-18	http://news.cqu.edu.cn/newsv2/show-24-650-1.html
土木工程学院学术报告会	建工讲坛	向泽君副院长、陈光博士	2019-04-18	http://news.cqu.edu.cn/newsv2/show-24-652-1.html
山水都市主义：城市环境支撑系统的建构		郑曦	2019-04-17	http://news.cqu.edu.cn/newsv2/show-24-648-1.html
“诺贝尔物理学奖”获得者Noveselov院士学术讲座	工程科学前沿讲坛	曼彻斯特大学K. S. Novoselov 教授	2019-04-16	http://news.cqu.edu.cn/newsv2/show-24-639-1.html
重返经典人类学的关怀――兼及人类学哲学根基反思	文字斋讲座	黄剑波	2019-04-15	http://news.cqu.edu.cn/newsv2/show-24-644-1.html
重庆旧城保护，记录与传承讲座&“红岩先锋文化巡礼“系列活动――踏访重庆历史建筑开幕仪式		吴元兵	2019-04-14	http://news.cqu.edu.cn/newsv2/show-24-649-1.html
无字书屋12期讲座预告：昆曲与园林	重大讲座	谷光灿	2019-04-13	http://news.cqu.edu.cn/newsv2/show-24-646-1.html
重庆大学法学院学术讲座	重大讲座	李雪梅	2019-04-13	http://news.cqu.edu.cn/newsv2/show-24-638-1.html
【红岩讲坛十五讲】中国社会矛盾变迁与公平正义	红岩讲坛	靳凤林教授 （中共中央党校）	2019-04-12	http://news.cqu.edu.cn/newsv2/show-24-645-1.html
以人为本的智慧城市和城市设计研究		郑英玉	2019-04-11	http://news.cqu.edu.cn/newsv2/show-24-643-1.html
新区营造与城市设计的价值回归		姜洪庆	2019-04-11	http://news.cqu.edu.cn/newsv2/show-24-641-1.html
加拿大麦克马斯特大学John David Embury教授学术报告会	工程科学前沿讲坛	Professor John David Embury	2019-04-09	http://news.cqu.edu.cn/newsv2/show-24-637-1.html
第九十一讲:中西方文化交流中的艺术哲学问题	文字斋讲座	耿幼壮	2019-04-08	http://news.cqu.edu.cn/newsv2/show-24-636-1.html
中国古典诗歌的“新”面貌	重大讲座	顾彬	2019-03-30	http://news.cqu.edu.cn/newsv2/show-24-635-1.html
建筑技术系列学术讲座		孟庆林/王立雄	2019-03-29	http://news.cqu.edu.cn/newsv2/show-24-634-1.html
【传媒大讲坛】从英国报业数字化转型看新闻业未来	传媒大讲坛	李文	2019-03-28	http://news.cqu.edu.cn/newsv2/show-24-631-1.html
EBSCO Art&ampArchitecture Source如何拓宽您的艺术设计视野	重大讲座	胡文婷	2019-03-28	http://news.cqu.edu.cn/newsv2/show-24-632-1.html
从地域传统到当代实践	建言论坛	孟阳	2019-03-28	http://news.cqu.edu.cn/newsv2/show-24-633-1.html
【传媒大讲坛】以色列&amp中国与“一带一路”――中东的新前景	传媒大讲坛	Prof. Meron Medzini	2019-03-26	http://news.cqu.edu.cn/newsv2/show-24-630-1.html
英国格拉斯哥大学Duncan H. Gregory教授能源材料学术讲座	工程科学前沿讲坛	Duncan H. Gregory	2019-03-18	http://news.cqu.edu.cn/newsv2/show-24-627-1.html
大连理工大学郑勇刚教授学术讲座	工程科学前沿讲坛	大连理工大学郑勇刚教授	2019-03-15	http://news.cqu.edu.cn/newsv2/show-24-628-1.html
航天五院材料工程总体室主任高鸿博士学术讲座	工程科学前沿讲坛	高鸿 博士	2019-02-22	http://news.cqu.edu.cn/newsv2/show-24-625-1.html
973首席科学家、北京科技大学教授李晓刚讲座	工程科学前沿讲坛	李晓刚 教授	2019-01-14	http://news.cqu.edu.cn/newsv2/show-24-621-1.html
美国机械工程学会会士Robert Parker教授学术讲座	工程科学前沿讲坛	Prof. Robert Parker	2019-01-11	http://news.cqu.edu.cn/newsv2/show-24-623-1.html
巴黎-萨克雷大学终身教授冯志强学术讲座	工程科学前沿讲坛	冯志强 教授	2019-01-11	http://news.cqu.edu.cn/newsv2/show-24-622-1.html
北京大学郑玉峰教授学术报告	工程科学前沿讲坛	郑玉峰	2019-01-07	http://news.cqu.edu.cn/newsv2/show-24-620-1.html
夏威夷大学Zuo Yi 教授学术讲座	工程科学前沿讲坛	Zuo Yi	2019-01-04	http://news.cqu.edu.cn/newsv2/show-24-619-1.html
"杰青"王育华教授学术讲座	工程科学前沿讲坛	王育华 教授	2018-12-27	http://news.cqu.edu.cn/newsv2/show-24-617-1.html
第八十九讲：延安，毛泽东走过的成功路	文字斋讲座	朱鸿召	2018-12-27	http://news.cqu.edu.cn/newsv2/show-24-614-1.html
Bio-inspired Stimuli-Responsive Hybrids		Luyi Sun	2018-12-17	http://news.cqu.edu.cn/newsv2/show-24-616-1.html
微软亚洲研究院副院长周明博士：自然语言处理的进展	重大讲座	周明	2018-12-14	http://news.cqu.edu.cn/newsv2/show-24-615-1.html
《红楼梦》作者破译及其原型故事	文字斋讲座	木斋	2018-12-12	http://news.cqu.edu.cn/newsv2/show-24-613-1.html
第二十八讲：先秦诗歌演变历程	博雅讲座	木斋	2018-12-11	http://news.cqu.edu.cn/newsv2/show-24-612-1.html
【传媒大讲坛】我们离一部国际影片有多远	传媒大讲坛	金华青	2018-12-09	http://news.cqu.edu.cn/newsv2/show-24-602-1.html
长江学者成少安教授学术讲座	工程科学前沿讲坛	成少安 教授	2018-12-06	http://news.cqu.edu.cn/newsv2/show-24-610-1.html
上海理工大学蔡小舒教授学术讲座	工程科学前沿讲坛	蔡小舒 教授	2018-12-06	http://news.cqu.edu.cn/newsv2/show-24-609-1.html
介孔碳限域纳米催化剂电子结构的精准调控		万颖	2018-12-02	http://news.cqu.edu.cn/newsv2/show-24-607-1.html
从碳中来、到碳中去 ――石墨烯的高密组装和致密储能		杨全红	2018-12-02	http://news.cqu.edu.cn/newsv2/show-24-606-1.html
【传媒大讲坛】新媒体文化与空间认识论	传媒大讲坛	刘涛	2018-11-29	http://news.cqu.edu.cn/newsv2/show-24-594-1.html
北京理工大学杰青陈小伟教授讲座	工程科学前沿讲坛	陈小伟	2018-11-28	http://news.cqu.edu.cn/newsv2/show-24-605-1.html
北京理工大学杰青陈少华研究员讲座	工程科学前沿讲坛	陈少华	2018-11-28	http://news.cqu.edu.cn/newsv2/show-24-604-1.html
伊朗科曼大学教授讲座	工程科学前沿讲坛	Mohammad Rahnama教授	2018-11-28	http://news.cqu.edu.cn/newsv2/show-24-600-1.html
北京理工大学杰青梁军教授讲座	工程科学前沿讲坛	梁军	2018-11-28	http://news.cqu.edu.cn/newsv2/show-24-603-1.html
本源杂说――设计过程中的逻辑与常识	建工讲坛	范波	2018-11-27	http://news.cqu.edu.cn/newsv2/show-24-601-1.html
重庆大学90周年校庆年学术论坛：东盟和中国大使系列演讲	名家会客厅	新加坡常驻东盟代表陈汉成大使、中国―东盟关系协调国菲律宾常驻东盟代表伊丽莎白?布恩苏塞索大使、中国驻东盟大使黄溪	2018-11-27	http://news.cqu.edu.cn/newsv2/show-24-597-1.html
无字书屋讲座第10期预告：中国高校公益励志巡讲之重庆大学站――《骑车去埃及》分享会	重大讲座	龙永康	2018-11-24	http://news.cqu.edu.cn/newsv2/show-24-598-1.html
中国文学中的世界性因素	重大讲座	陈思和	2018-11-24	http://news.cqu.edu.cn/newsv2/show-24-596-1.html
Chemical Process System Engineering for Circular Economy and Better Sustainabili		任竞争	2018-11-24	http://news.cqu.edu.cn/newsv2/show-24-599-1.html
AI智能时代的及建筑生态		杨小荻	2018-11-15	http://news.cqu.edu.cn/newsv2/show-24-595-1.html
《阅读改善知识结构 打开精神世界》	逸夫楼讲座	杜术林	2018-11-14	http://news.cqu.edu.cn/newsv2/show-24-593-1.html
绿色低碳产品和技术的生命周期评价	可持续论坛	王洪涛副教授	2018-11-12	http://news.cqu.edu.cn/newsv2/show-24-591-1.html
重庆大学海内外青年学者论坛化学化工分论坛		刘新磊等13位青年学者	2018-11-11	http://news.cqu.edu.cn/newsv2/show-24-592-1.html
90周年校庆院士讲坛：匈牙利创新与技术部部长、匈牙利科学院院士演讲	名家会客厅	匈牙利创新与技术部部长，匈牙利科学院院士帕尔科维奇?拉兹洛（PALKOVICS Laszlo）博士阁下	2018-11-07	http://news.cqu.edu.cn/newsv2/show-24-589-1.html
弘扬科学精神 追求学术诚信		魏子栋	2018-11-05	http://news.cqu.edu.cn/newsv2/show-24-584-1.html
芬兰爱博学术大学Henrik Saxen教授学术讲座	工程科学前沿讲坛	Henrik Saxen教授	2018-11-02	http://news.cqu.edu.cn/newsv2/show-24-586-1.html
锰矿资源的开发利用与展望		李维健	2018-10-31	http://news.cqu.edu.cn/newsv2/show-24-585-1.html
锰矿资源的开发利用与展望		李维健	2018-10-31	http://news.cqu.edu.cn/newsv2/show-24-587-1.html
“面壁者”还是“破壁人”？――刘慈欣科幻小说中的乌托邦愿景	博雅讲座	王 瑶	2018-10-30	http://news.cqu.edu.cn/newsv2/show-24-581-1.html
香港城市大学吕坚教授讲座	工程科学前沿讲坛	吕坚	2018-10-28	http://news.cqu.edu.cn/newsv2/show-24-573-1.html
中国科学院固体物理研究所研究员讲座	工程科学前沿讲坛	方前锋	2018-10-27	http://news.cqu.edu.cn/newsv2/show-24-582-1.html
林毅夫教授讲座		林毅夫	2018-10-27	http://news.cqu.edu.cn/newsv2/show-24-583-1.html
剑桥大学Stephen Evans教授讲座二（剑桥大学关于制造的研究）	工程科学前沿讲坛	Prof. Stephen Evans	2018-10-24	http://news.cqu.edu.cn/newsv2/show-24-578-1.html
绿色建筑学与风景学研究中的22个课题	重大讲座	董靓	2018-10-23	http://news.cqu.edu.cn/newsv2/show-24-580-1.html
漫谈柳青及《柳青传》	文字斋讲座	刘可风	2018-10-22	http://news.cqu.edu.cn/newsv2/show-24-575-1.html
英国利物浦大学Kwok Keung Bernard HON教授讲座	工程科学前沿讲坛	Prof. Bernard HON	2018-10-22	http://news.cqu.edu.cn/newsv2/show-24-579-1.html
中国科学院黄勇研究员讲座	工程科学前沿讲坛	黄勇	2018-10-22	http://news.cqu.edu.cn/newsv2/show-24-572-1.html
剑桥大学Stephen Evans教授讲座一（工业可持续：新思路和进展）	工程科学前沿讲坛	Prof. Stephen Evans	2018-10-22	http://news.cqu.edu.cn/newsv2/show-24-577-1.html
无字书屋讲座――重庆历史文化名城的保护、记录与传承	重大讲座	吴元兵	2018-10-20	http://news.cqu.edu.cn/newsv2/show-24-576-1.html
水滑石基纳米光催化材料合成太阳燃料和高附加值化学品		张铁锐	2018-10-20	http://news.cqu.edu.cn/newsv2/show-24-574-1.html
爱尔兰科克大学Richen Lin博士讲座	工程科学前沿讲坛	Dr.Richen Lin	2018-10-19	http://news.cqu.edu.cn/newsv2/show-24-569-1.html
爱尔兰科克大学Jerry Murphy教授讲座	工程科学前沿讲坛	prof.Jerry Murphy	2018-10-19	http://news.cqu.edu.cn/newsv2/show-24-568-1.html
职业建筑师之路――2018都设幕墙夏令营交流会	重大讲座	凌克戈	2018-10-18	http://news.cqu.edu.cn/newsv2/show-24-571-1.html
爱思唯尔携手华为谈青年工程师人才培养	重大讲座	徐罡；罗莹	2018-10-17	http://news.cqu.edu.cn/newsv2/show-24-570-1.html
EPS助力论文实证分析	重大讲座	韩磊	2018-10-16	http://news.cqu.edu.cn/newsv2/show-24-565-1.html
南京大学刘晓峻教授讲座	工程科学前沿讲坛	刘晓峻	2018-10-16	http://news.cqu.edu.cn/newsv2/show-24-562-1.html
英国剑桥大学丘吉尔学院海外院士余同希讲座	工程科学前沿讲坛	余同希	2018-10-12	http://news.cqu.edu.cn/newsv2/show-24-563-1.html
国家优秀青年基金获得者穆杨教授讲座	工程科学前沿讲坛	穆杨 中国科学技术大学教授，国家优秀青年基金获得者	2018-10-12	http://news.cqu.edu.cn/newsv2/show-24-567-1.html
重庆大学医学前沿大讲堂		陈昌岷教授、蔡仕英高级研究员、钱程教授、Sean R.R. Hall 教授	2018-10-10	http://news.cqu.edu.cn/newsv2/show-24-566-1.html
2018年通信技术国际会议（IEEE ICCT 2018）	通信论坛	Abdennour El Rhalibi (IEEE Fellow) 等	2018-10-09	http://news.cqu.edu.cn/newsv2/show-24-564-1.html
乡村春晚的跨文化传播政治经济学分析	文字斋讲座	赵月枝	2018-09-26	http://news.cqu.edu.cn/newsv2/show-24-560-1.html
澳大利亚莫纳什大学教授讲座	工程科学前沿讲坛	Prof. Ranjith P. G	2018-09-20	http://news.cqu.edu.cn/newsv2/show-24-559-1.html
英国华威大学李祖树研究员讲座	工程科学前沿讲坛	ZuShu Li	2018-09-18	http://news.cqu.edu.cn/newsv2/show-24-557-1.html
工程科学前沿讲坛：德国克劳斯塔尔工业大学教授讲座	工程科学前沿讲坛	Rainer Schmid-Fetzer	2018-09-18	http://news.cqu.edu.cn/newsv2/show-24-558-1.html
工程科学前沿讲坛：澳大利亚昆士兰大学煤层气研究中心教授讲座	工程科学前沿讲坛	王星锦 教授	2018-09-15	http://news.cqu.edu.cn/newsv2/show-24-556-1.html
工程科学前沿讲坛：澳大利亚工程院院士讲座	工程科学前沿讲坛	Prof. Michael Hood	2018-09-15	http://news.cqu.edu.cn/newsv2/show-24-555-1.html
面向工业问题的技术创新――关于己内酰胺生产关键技术的认知与体会		罗和安	2018-09-13	http://news.cqu.edu.cn/newsv2/show-24-554-1.html
Fischer-Tropsch Synthesis Fundamentals &amp Engineering Practices		李永旺教授	2018-09-13	http://news.cqu.edu.cn/newsv2/show-24-552-1.html
SPE能量转换体系中的电催化剂研究与应用		邢巍	2018-09-12	http://news.cqu.edu.cn/newsv2/show-24-553-1.html
以甲醛转化为例探讨基础研究与应用的联系		刘中民院士	2018-09-11	http://news.cqu.edu.cn/newsv2/show-24-551-1.html
澳大利亚昆士兰大学教授讲座	工程科学前沿讲坛	Prof. Geoff Wang	2018-09-10	http://news.cqu.edu.cn/newsv2/show-24-550-1.html
欧拉方程和Onsager猜想	重大讲座	郭柏灵 院士（北京应用物理与计算数学研究所）	2018-09-07	http://news.cqu.edu.cn/newsv2/show-24-548-1.html
乡村治理与本体论政治	文字斋讲座	朱晓阳	2018-07-14	http://news.cqu.edu.cn/newsv2/show-24-547-1.html
基于高性能计算的储能科学与技术创新		周震	2018-07-10	http://news.cqu.edu.cn/newsv2/show-24-546-1.html
平行语料库与积极型拉丁语汉语词典的研编	文字斋讲座	李德俊	2018-07-07	http://news.cqu.edu.cn/newsv2/show-24-538-1.html
计算机学院专家讲座	重大讲座	王建新 中南大学教授	2018-07-06	http://news.cqu.edu.cn/newsv2/show-24-545-1.html
计算机科学讲座	重大讲座	安波，副教授，南洋理工大学	2018-07-05	http://news.cqu.edu.cn/newsv2/show-24-543-1.html
